id,name,text,genres,cast_names,year
3124,In the Cut,"Title: In the Cut. Movie: In the Cut. In the Cut. Release year: 2003. Genres: Mystery, Thriller. This is a Mystery, Thriller story. Overview: Following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in New York City--as if to test the limits of her own safety--propels herself into an impossibly risky sexual liaison. Soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own.","['Mystery', 'Thriller']",[],2003
3125,Two Lovers,"Title: Two Lovers. Movie: Two Lovers. Two Lovers. Release year: 2008. Genres: Drama, Romance. This is a Drama, Romance story. Overview: A depressed man moves back in with his parents following a recent heartbreak.","['Drama', 'Romance']",[],2008
3126,Last Orders,"Title: Last Orders. Movie: Last Orders. Last Orders. Release year: 2001. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Jack Dodd was a London butcher who enjoyed a pint with his mates for over 50 years. When he died, he died as he lived, with a smile on his face watching a horse race on which he had bet, with borrowed money. But before he died he had a final request, 'Last Orders', that his ashes be scattered in the sea at Margate. The movie follows his mates, Ray, Lenny and Vic and his foster son Vince as they journey to the sea with the ashes. Along the way, the threads of their lives, their loves and their disappointments are woven together in their memories of Jack and his wife Amy","['Comedy', 'Drama']",[],2001
3127,The Host,"Title: The Host. Movie: The Host. The Host. Release year: 2006. Genres: Horror, Drama, Science Fiction. This is a Horror, Drama, Science Fiction story. Overview: Gang-du is a dim-witted man working at his father's tiny snack bar near the Han River. One day, Gang-du's one and only daughter Hyun-seo comes back from school irritated. She is angry at her uncle, Nam-il, who visited her school as her guardian shamelessly drunk. Ignoring her father's excuses for Nam-il, Hyun-seo is soon engrossed in her aunt Nam-joo's archery tournament on TV. Meanwhile, outside of the snack bar, people are fascinated by an unidentified object hanging onto a bridge. In an instant, the object reveals itself as a terrifying creature turning the riverbank into a gruesome sea of blood¡¦ Amid the chaos, Hyun-seo is helplessly snatched up by the creature right before Gang-du's eyes. These unforeseen circumstances render the government powerless to act. But receiving a call of help from Hyun-seo, the once-ordinary citizen Gang-du and his family are thrust into a battle with the monster to rescue their beloved Hyun-seo.","['Horror', 'Drama', 'Science Fiction']",[],2006
3128,The Pursuit of D.B. Cooper,"Title: The Pursuit of D.B. Cooper. Movie: The Pursuit of D.B. Cooper. The Pursuit of D.B. Cooper. Release year: 1981. Genres: Adventure, Crime, Thriller. This is a Adventure, Crime, Thriller story. Overview: A speculation on the fate of the famous hijacker who parachuted with his ransom and disappeared in the mountains. Has Cooper succeeded in following a meticulous plan to disappear into anonymity despite the best efforts of a dogged cop?","['Adventure', 'Crime', 'Thriller']",[],1981
3129,Ravenous,"Title: Ravenous. Movie: Ravenous. Ravenous. Release year: 1999. Genres: Comedy, Horror, Thriller, Western. This is a Comedy, Horror, Thriller, Western story. Overview: Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims","['Comedy', 'Horror', 'Thriller', 'Western']",[],1999
3130,Charlie Bartlett,"Title: Charlie Bartlett. Movie: Charlie Bartlett. Charlie Bartlett. Release year: 2008. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Awkward teenager Charlie Bartlett (Anton Yelchin) has trouble fitting in at a new high school. Charlie needs some friends fast, and decides that the best way to find them is to appoint himself the resident psychiatrist. He becomes one of the most popular guys in school by doling out advice and, occasionally, medication, to the student body.","['Comedy', 'Drama']",[],2008
3131,The Great Beauty,"Title: The Great Beauty. Movie: The Great Beauty. The Great Beauty. Release year: 2013. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisi...","['Comedy', 'Drama']",[],2013
3132,The Dangerous Lives of Altar Boys,"Title: The Dangerous Lives of Altar Boys. Movie: The Dangerous Lives of Altar Boys. The Dangerous Lives of Altar Boys. Release year: 2002. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.","['Comedy', 'Drama']",[],2002
3133,Stoker,"Title: Stoker. Movie: Stoker. Stoker. Release year: 2013. Genres: Drama, Horror, Thriller. This is a Drama, Horror, Thriller story. Overview: After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.","['Drama', 'Horror', 'Thriller']",[],2013
3134,2046,"Title: 2046. Movie: 2046. 2046. Release year: 2004. Genres: Fantasy, Drama, Science Fiction, Romance. This is a Fantasy, Drama, Science Fiction, Romance story. Overview: 2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.","['Fantasy', 'Drama', 'Science Fiction', 'Romance']",[],2004
3135,Married Life,"Title: Married Life. Movie: Married Life. Married Life. Release year: 2007. Genres: Crime, Drama, Romance. This is a Crime, Drama, Romance story. Overview: The late 1940s. Richard Langley, a bachelor playboy, narrates a story that starts when his best friend, Harry Allen, invites him to lunch to tell Richard he's in love. Trouble is, Harry's already married to Pat; he worries Pat would be hurt too deeply by a divorce. Then, Harry's new love, Kay, joins them. Richard is smitten, so when he finds out that Pat may be in love with someone else.","['Crime', 'Drama', 'Romance']",[],2007
3136,Duma,"Title: Duma. Movie: Duma. Duma. Release year: 2005. Genres: Adventure, Drama, Family. This is a Adventure, Drama, Family story. Overview: An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.","['Adventure', 'Drama', 'Family']",[],2005
3137,Ondine,"Title: Ondine. Movie: Ondine. Ondine. Release year: 2009. Genres: Drama, Romance. This is a Drama, Romance story. Overview: An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.","['Drama', 'Romance']",[],2009
3138,Brother,"Title: Brother. Movie: Brother. Brother. Release year: 2000. Genres: Crime, Drama, Thriller. This is a Crime, Drama, Thriller story. Overview: A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brother’s gang. This is the first English film by Takeshi Kitano.","['Crime', 'Drama', 'Thriller']",[],2000
3139,Welcome to Collinwood,"Title: Welcome to Collinwood. Movie: Welcome to Collinwood. Welcome to Collinwood. Release year: 2002. Genres: Comedy. This is a Comedy story. Overview: Five hapless inner-city low-lifes attempt to burgle a pawnbroker's safe, but end up being plagued by bad luck.",['Comedy'],[],2002
3140,Critical Care,"Title: Critical Care. Movie: Critical Care. Critical Care. Release year: 1997. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?","['Comedy', 'Drama']",[],1997
3141,The Life Before Her Eyes,"Title: The Life Before Her Eyes. Movie: The Life Before Her Eyes. The Life Before Her Eyes. Release year: 2007. Genres: Thriller, Drama, Mystery. This is a Thriller, Drama, Mystery story. Overview: As the 15th anniversary of a fatal high school shooting approaches, former pupil Diana McFee is haunted by memories of the tragedy. After losing her best friend Maureen in the attack, Diana has been profoundly affected by the incident - her seemingly perfect life shaped by the events of that day.","['Thriller', 'Drama', 'Mystery']",[],2007
3142,Darling Companion,"Title: Darling Companion. Movie: Darling Companion. Darling Companion. Release year: 2012. Genres: Drama, Romance. This is a Drama, Romance story. Overview: The story of a woman who loves her dog more than her husband. And then her husband loses the dog.","['Drama', 'Romance']",[],2012
3143,Trade,"Title: Trade. Movie: Trade. Trade. Release year: 2007. Genres: Drama, Thriller. This is a Drama, Thriller story. Overview: A Texas cop (Kevin Kline), whose own daughter might have been forced into sexual slavery, joins forces with a Mexican youth (Cesar Ramos) to find the boy's sister, who was abducted and forced into prostitution. Meanwhile, a Ukrainian woman who was promised a better life in America also becomes a victim.","['Drama', 'Thriller']",[],2007
3144,Fateless,"Title: Fateless. Movie: Fateless. Fateless. Release year: 2005. Genres: War, Drama. This is a War, Drama story. Overview: An Hungarian youth comes of age at Buchenwald during World War II. György Köves is 14, the son of a merchant who's sent to a forced labor camp. After his father's departure, György gets a job at a brickyard; his bus is stopped and its Jewish occupants sent to camps. There, György find camaraderie, suffering, cruelty, illness, and death. He hears advice on preserving one's dignity and self-esteem. He discovers hatred. If he does survive and returns to Budapest, what will he find? What is natural; what is it to be a Jew? Sepia, black and white, and color alternate to shade the mood.","['War', 'Drama']",[],2005
3145,Breakfast of Champions,Title: Breakfast of Champions. Movie: Breakfast of Champions. Breakfast of Champions. Release year: 1999. Genres: Comedy. This is a Comedy story. Overview: A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the brink of suicide and is losing touch with reality.,['Comedy'],[],1999
3146,"A Woman, a Gun and a Noodle Shop","Title: A Woman, a Gun and a Noodle Shop. Movie: A Woman, a Gun and a Noodle Shop. A Woman, a Gun and a Noodle Shop. Release year: 2009. Genres: Comedy, Drama, Thriller. This is a Comedy, Drama, Thriller story. Overview: Wang is a gloomy, cunning and avaricious noodle shop owner in a desert town in China. His neglected, sharp-tongued wife is involved in a secret affair with Li, one of Wang’s employees. A timid man, Li reluctantly keeps the gun his lover has bought to kill her husband. But Wang is watching their every move. He bribes patrol officer Zhang to murder the illicit couple. It seems like a perfect plan: the affair will come to a cruel, bloody but satisfying end… or so he thinks. The equally wicked Zhang has an agenda of his own. As the plot twists, more blood will flow, and ever greater violence will erupt…","['Comedy', 'Drama', 'Thriller']",[],2009
3147,Cypher,"Title: Cypher. Movie: Cypher. Cypher. Release year: 2002. Genres: Thriller, Science Fiction, Mystery. This is a Thriller, Science Fiction, Mystery story. Overview: An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.","['Thriller', 'Science Fiction', 'Mystery']",[],2002
3148,City of Life and Death,"Title: City of Life and Death. Movie: City of Life and Death. City of Life and Death. Release year: 2009. Genres: Drama, History, War. This is a Drama, History, War story. Overview: City of Life and Death takes place in 1937, during the height of the Second Sino-Japanese War. The Imperial Japanese Army has just captured the then-capital of the Republic of China, Nanjing. What followed was known as the Nanking Massacre, or the Rape of Nanking, a period of several weeks wherein tens of thousands of Chinese soldiers and civilians were killed.","['Drama', 'History', 'War']",[],2009
3149,Legend of a Rabbit,"Title: Legend of a Rabbit. Movie: Legend of a Rabbit. Legend of a Rabbit. Release year: 2011. Genres: Animation, Family, Action, Adventure, Comedy. This is a Animation, Family, Action, Adventure, Comedy story. Overview: In order to keep his promise to an aging kung fu master, Fu the Rabbit must venture out of the comfort of his kitchen and team up with Penny, a kung fu prodigy, on a heroic quest to save their kung fu academy.","['Animation', 'Family', 'Action', 'Adventure', 'Comedy']",[],2011
3150,Space Battleship Yamato,"Title: Space Battleship Yamato. Movie: Space Battleship Yamato. Space Battleship Yamato. Release year: 2010. Genres: Science Fiction. This is a Science Fiction story. Overview: In 2199, five years after the Gamilons began an invasion of Earth, the planet has been ravaged by the aliens' bombs. The remnants of humanity have fled underground to escape the irradiated surface. One day, former pilot Susumu Kodai discovers a capsule sent from the planet Iscandar that tells of a device that can remove the radiation from the Earth's surface. The Earth Defense Force rebuilds the battleship Yamato with a new type of propulsion system to make the 148,000 light year trip to Iscandar in hopes of saving the Earth. Within one year, the radiation will drive the rest of humanity to extinction.",['Science Fiction'],[],2010
3151,5 Days of War,"Title: 5 Days of War. Movie: 5 Days of War. 5 Days of War. Release year: 2011. Genres: War, Drama. This is a War, Drama story. Overview: An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.","['War', 'Drama']",[],2011
3152,Triangle,"Title: Triangle. Movie: Triangle. Triangle. Release year: 2009. Genres: Horror. This is a Horror story. Overview: The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.",['Horror'],[],2009
3153,10 Days in a Madhouse,"Title: 10 Days in a Madhouse. Movie: 10 Days in a Madhouse. 10 Days in a Madhouse. Release year: 2015. Genres: Drama. This is a Drama story. Overview: Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.",['Drama'],[],2015
3154,Heaven is for Real,"Title: Heaven is for Real. Movie: Heaven is for Real. Heaven is for Real. Release year: 2014. Genres: Drama. This is a Drama story. Overview: Heaven is for Real recounts the true story of a small-town father who must find the courage and conviction to share his son's extraordinary, life-changing experience with the world. Four-year-old Colton shares the details of his amazing journey with childlike innocence and speaks matter-of-factly about things that happened before his birth... things he couldn't possibly know.",['Drama'],[],2014
3155,Snatch,"Title: Snatch. Movie: Snatch. Snatch. Release year: 2000. Genres: Thriller, Crime. This is a Thriller, Crime story. Overview: Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","['Thriller', 'Crime']",[],2000
3156,Dancin' It's On,"Title: Dancin' It's On. Movie: Dancin' It's On. Dancin' It's On. Release year: 2015. Genres: Drama, Romance. This is a Drama, Romance story. Overview: This coming of age Dance Film, in the spirit of Dirty Dancing, Karate Kid, and High School Musical - is about a young girl from Beverly Hills, Jennifer who is visiting her Father's Panama City Beach Hotel during Summer Break, and falls in love with a Young Boy, Ken who works as a Dishwasher. Even though both are from different backgrounds, they share the same passion... DANCE and partner with each other to enter the 2nd Annual Florida State-Wide Dance Contest. While preparing for the contest, Jennifer and Ken must overcome scheming dance partners, a meddling father, and their own doubts for their love to prevail.","['Drama', 'Romance']",[],2015
3157,Pet Sematary,"Title: Pet Sematary. Movie: Pet Sematary. Pet Sematary. Release year: 1989. Genres: Drama, Horror. This is a Drama, Horror story. Overview: Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.","['Drama', 'Horror']",[],1989
3158,Madadayo,"Title: Madadayo. Movie: Madadayo. Madadayo. Release year: 1993. Genres: Drama. This is a Drama story. Overview: This film tells the story of professor Uehida Hyakken-sama (1889-1971), in Gotemba, around the forties. He was a university professor until an air raid, when he left to become a writer and has to live in a hut. His mood has hardly changed, not by the change nor by time.",['Drama'],[],1993
3159,The Cry of the Owl,"Title: The Cry of the Owl. Movie: The Cry of the Owl. The Cry of the Owl. Release year: 2009. Genres: Drama. This is a Drama story. Overview: A young woman becomes inexplicably attracted to a man who is stalking her. When her boyfriend goes missing, the stalker is the immediate suspect, until a game of jealousy and betrayal turns deadly.",['Drama'],[],2009
3160,A Tale of Three Cities,"Title: A Tale of Three Cities. Movie: A Tale of Three Cities. A Tale of Three Cities. Release year: 2015. Genres: Drama, History, Romance. This is a Drama, History, Romance story. Overview: A former spy in the Chinese Nationalist Party falls for an opium-dealing widow, as China is ravaged by war and revolution.","['Drama', 'History', 'Romance']",[],2015
3161,Gremlins,"Title: Gremlins. Movie: Gremlins. Gremlins. Release year: 1984. Genres: Fantasy, Horror, Comedy. This is a Fantasy, Horror, Comedy story. Overview: After receiving an exotic small animal as a Christmas gift, a young man inadvertently breaks three important rules concerning his new pet, which unleashes a horde of malevolently mischievous creatures on a small town.","['Fantasy', 'Horror', 'Comedy']",[],1984
3162,Star Wars,"Title: Star Wars. Movie: Star Wars. Star Wars. Release year: 1977. Genres: Adventure, Action, Science Fiction. This is a Adventure, Action, Science Fiction story. Overview: Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...","['Adventure', 'Action', 'Science Fiction']",[],1977
3163,Dirty Grandpa,"Title: Dirty Grandpa. Movie: Dirty Grandpa. Dirty Grandpa. Release year: 2016. Genres: Comedy. This is a Comedy story. Overview: Right before his wedding, an uptight corporate lawyer is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",['Comedy'],[],2016
3164,Doctor Zhivago,"Title: Doctor Zhivago. Movie: Doctor Zhivago. Doctor Zhivago. Release year: 1965. Genres: Drama, Romance, War. This is a Drama, Romance, War story. Overview: Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.","['Drama', 'Romance', 'War']",[],1965
3165,Trash,"Title: Trash. Movie: Trash. Trash. Release year: 2014. Genres: Adventure, Crime, Drama, Thriller. This is a Adventure, Crime, Drama, Thriller story. Overview: Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.","['Adventure', 'Crime', 'Drama', 'Thriller']",[],2014
3166,High School Musical 3: Senior Year,"Title: High School Musical 3: Senior Year. Movie: High School Musical 3: Senior Year. High School Musical 3: Senior Year. Release year: 2008. Genres: Comedy, Drama, Family, Music, Romance. This is a Comedy, Drama, Family, Music, Romance story. Overview: It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?","['Comedy', 'Drama', 'Family', 'Music', 'Romance']",[],2008
3167,The Fighter,"Title: The Fighter. Movie: The Fighter. The Fighter. Release year: 2010. Genres: Drama. This is a Drama story. Overview: Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",['Drama'],[],2010
3168,Jackass Number Two,"Title: Jackass Number Two. Movie: Jackass Number Two. Jackass Number Two. Release year: 2006. Genres: Action, Comedy, Documentary. This is a Action, Comedy, Documentary story. Overview: Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.","['Action', 'Comedy', 'Documentary']",[],2006
3169,My Cousin Vinny,"Title: My Cousin Vinny. Movie: My Cousin Vinny. My Cousin Vinny. Release year: 1992. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!","['Comedy', 'Drama']",[],1992
3170,If I Stay,"Title: If I Stay. Movie: If I Stay. If I Stay. Release year: 2014. Genres: Drama. This is a Drama story. Overview: Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if...",['Drama'],[],2014
3171,Drive Hard,"Title: Drive Hard. Movie: Drive Hard. Drive Hard. Release year: 2014. Genres: Action, Comedy, Crime. This is a Action, Comedy, Crime story. Overview: A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.","['Action', 'Comedy', 'Crime']",[],2014
3172,Major League,"Title: Major League. Movie: Major League. Major League. Release year: 1989. Genres: Comedy. This is a Comedy story. Overview: When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate -- but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed!",['Comedy'],[],1989
3173,St. Trinian's,"Title: St. Trinian's. Movie: St. Trinian's. St. Trinian's. Release year: 2007. Genres: Comedy, Family, Science Fiction. This is a Comedy, Family, Science Fiction story. Overview: When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.","['Comedy', 'Family', 'Science Fiction']",[],2007
3174,Phone Booth,"Title: Phone Booth. Movie: Phone Booth. Phone Booth. Release year: 2002. Genres: Thriller, Drama. This is a Thriller, Drama story. Overview: Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.","['Thriller', 'Drama']",[],2002
3175,A Walk to Remember,"Title: A Walk to Remember. Movie: A Walk to Remember. A Walk to Remember. Release year: 2002. Genres: Drama, Romance. This is a Drama, Romance story. Overview: Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.","['Drama', 'Romance']",[],2002
3176,Dead Man Walking,Title: Dead Man Walking. Movie: Dead Man Walking. Dead Man Walking. Release year: 1995. Genres: Drama. This is a Drama story. Overview: A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,['Drama'],[],1995
3177,Cruel Intentions,"Title: Cruel Intentions. Movie: Cruel Intentions. Cruel Intentions. Release year: 1999. Genres: Drama, Romance, Thriller. This is a Drama, Romance, Thriller story. Overview: Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.","['Drama', 'Romance', 'Thriller']",[],1999
3178,Saw VI,"Title: Saw VI. Movie: Saw VI. Saw VI. Release year: 2009. Genres: Horror, Mystery. This is a Horror, Mystery story. Overview: Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.","['Horror', 'Mystery']",[],2009
3179,History of the World: Part I,"Title: History of the World: Part I. Movie: History of the World: Part I. History of the World: Part I. Release year: 1981. Genres: Comedy. This is a Comedy story. Overview: An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",['Comedy'],[],1981
3180,The Secret Life of Bees,"Title: The Secret Life of Bees. Movie: The Secret Life of Bees. The Secret Life of Bees. Release year: 2008. Genres: Adventure. This is a Adventure story. Overview: Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",['Adventure'],[],2008
3181,Corky Romano,"Title: Corky Romano. Movie: Corky Romano. Corky Romano. Release year: 2001. Genres: Action, Comedy, Crime. This is a Action, Comedy, Crime story. Overview: Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.","['Action', 'Comedy', 'Crime']",[],2001
3182,Raising Cain,"Title: Raising Cain. Movie: Raising Cain. Raising Cain. Release year: 1992. Genres: Drama, Horror, Thriller, Crime. This is a Drama, Horror, Thriller, Crime story. Overview: When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety.","['Drama', 'Horror', 'Thriller', 'Crime']",[],1992
3183,F.I.S.T.,"Title: F.I.S.T.. Movie: F.I.S.T.. F.I.S.T.. Release year: 1978. Genres: Drama, Action. This is a Drama, Action story. Overview: Johnny Kovak joins the Teamsters trade-union in a local chapter in the 1930s and works his way up in the organization. As he climbs higher and higher his methods become more ruthless and finally senator Madison starts a campaign to find the truth about the alleged connections with the Mob.","['Drama', 'Action']",[],1978
3184,Invaders from Mars,"Title: Invaders from Mars. Movie: Invaders from Mars. Invaders from Mars. Release year: 1986. Genres: Science Fiction. This is a Science Fiction story. Overview: In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.",['Science Fiction'],[],1986
3185,Brooklyn,"Title: Brooklyn. Movie: Brooklyn. Brooklyn. Release year: 2015. Genres: Drama, Romance. This is a Drama, Romance story. Overview: An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.","['Drama', 'Romance']",[],2015
3186,Barry Lyndon,"Title: Barry Lyndon. Movie: Barry Lyndon. Barry Lyndon. Release year: 1975. Genres: Drama, Romance, War. This is a Drama, Romance, War story. Overview: An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.","['Drama', 'Romance', 'War']",[],1975
3187,Out Cold,"Title: Out Cold. Movie: Out Cold. Out Cold. Release year: 2001. Genres: Comedy. This is a Comedy story. Overview: Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",['Comedy'],[],2001
3188,The Ladies Man,"Title: The Ladies Man. Movie: The Ladies Man. The Ladies Man. Release year: 2000. Genres: Comedy. This is a Comedy story. Overview: Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",['Comedy'],[],2000
3189,Quartet,"Title: Quartet. Movie: Quartet. Quartet. Release year: 2012. Genres: Drama, Comedy, Romance. This is a Drama, Comedy, Romance story. Overview: The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.","['Drama', 'Comedy', 'Romance']",[],2012
3190,Tomcats,"Title: Tomcats. Movie: Tomcats. Tomcats. Release year: 2001. Genres: Comedy, Romance. This is a Comedy, Romance story. Overview: College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!","['Comedy', 'Romance']",[],2001
3191,Frailty,"Title: Frailty. Movie: Frailty. Frailty. Release year: 2001. Genres: Drama, Thriller, Crime. This is a Drama, Thriller, Crime story. Overview: A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""","['Drama', 'Thriller', 'Crime']",[],2001
3192,Woman in Gold,"Title: Woman in Gold. Movie: Woman in Gold. Woman in Gold. Release year: 2015. Genres: Drama. This is a Drama story. Overview: Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",['Drama'],[],2015
